Condition_Year,Make_Model,Price,Vin
Used 2024,Pre-Owned 2024 Ram 3500 Tradesman,"$64,987",
Used 2024,Pre-Owned 2024 Ram 2500 Big Horn,"$86,905",
Certified Used 2025,Certified Pre-Owned 2025 Ram 1500 Limited,"$71,900",
Used 2022,Pre-Owned 2022 Ram 1500 TRX,"$75,900",
Used 2010,Pre-Owned 2010 Ford Focus SE,"$4,975",
Used 2013,Pre-Owned 2013 Nissan Rogue S,"$4,998",
Used 2005,Pre-Owned 2005 Acura RL 3.5,"$5,981",
Used 2006,Pre-Owned 2006 Toyota Highlander V6,"$5,998",
Used 2011,Pre-Owned 2011 Buick Enclave CXL-1,"$5,998",
Used 2010,Pre-Owned 2010 Nissan Rogue S,"$7,150",
Used 2014,Pre-Owned 2014 Chevrolet Cruze 2LT,"$6,874",
Used 2013,Pre-Owned 2013 Hyundai Elantra GLS PZEV,"$6,900",
Used 2013,Pre-Owned 2013 Chevrolet Volt,"$6,991",
Used 2012,Pre-Owned 2012 Ford Edge Limited,"$7,000",
Used 2013,Pre-Owned 2013 Hyundai Elantra Limited,"$7,298",
Used 2014,Pre-Owned 2014 Chevrolet Cruze 1LT,"$7,321",
Used 2012,Pre-Owned 2012 Lincoln MKZ Base,"$7,398",
Used 2011,Pre-Owned 2011 Hyundai Sonata Limited,"$7,546",
Used 2013,Pre-Owned 2013 Ford Escape S,"$7,597",
Used 2016,Pre-Owned 2016 Hyundai Accent SE,"$7,677",
Used 2018,Pre-Owned 2018 Hyundai Elantra SEL,"$7,698",
Used 2017,Pre-Owned 2017 Hyundai Accent Sport,"$7,800",
Used 2011,Pre-Owned 2011 Honda CR-V EX,"$7,891",
Used 2013,Pre-Owned 2013 Hyundai Sonata GLS,"$7,990",
Used 2016,Pre-Owned 2016 Mazda6 i Sport,"$7,995",
Used 2017,Pre-Owned 2017 Hyundai Sonata Sport,"$8,298",
Used 2015,Pre-Owned 2015 Nissan Frontier S,"$8,498",
Used 2005,Pre-Owned 2005 Toyota Camry XLE,"$8,500",
Used 2016,Pre-Owned 2016 Buick Encore Base,"$8,598",
Used 2011,Pre-Owned 2011 INFINITI G37 Sedan Journey,"$8,741",
Used 2013,Pre-Owned 2013 Mercedes E350,"$8,788",
Used 2017,Pre-Owned 2017 Kia Forte LX,"$8,795",
Used 2012,Pre-Owned 2012 Ford Fusion SEL,"$8,797",
Used 2015,Pre-Owned 2015 Toyota Camry Hybrid LE,"$8,888",
Used 2007,Pre-Owned 2007 TOYOTA CAMRY,"$8,987",
Used 2015,Pre-Owned 2015 Nissan Quest 3.5 SV,"$8,990",
Used 2013,Pre-Owned 2013 Toyota Corolla S Special Edition,"$8,998",
Used 2013,Pre-Owned 2013 GMC Terrain SLE,"$8,999",
Used 2017,Pre-Owned 2017 Nissan Pathfinder SV,"$9,486",
Used 2013,Pre-Owned 2013 Nissan Pathfinder Platinum,"$9,495",
Used 2013,Pre-Owned 2013 Nissan Altima 2.5 S,"$9,495",
Used 2012,Pre-Owned 2012 Honda Crosstour EX,"$9,500",
Used 2006,Pre-Owned 2006 Toyota Corolla CE,"$9,695",
Used 2016,Pre-Owned 2016 Hyundai Tucson SE,"$9,746",
Used 2007,Pre-Owned 2007 Toyota Camry LE,"$9,795",
Used 2017,Pre-Owned 2017 Chevrolet Equinox LT,"$9,798",
Used 2014,Pre-Owned 2014 BMW 3 Series 320i,"$9,800",
Used 2014,Pre-Owned 2014 Hyundai Elantra SE,"$9,804",
Used 2016,Pre-Owned 2016 Volkswagen Jetta Sedan 1.4T S w/Technology,"$9,817",
Used 2012,Pre-Owned 2012 Hyundai Santa Fe Limited,"$9,850",
Used 2016,Pre-Owned 2016 Ford Focus SE,"$9,850",
Used 2013,Pre-Owned 2013 Honda Accord Sdn LX,"$9,881",
Used 2014,Pre-Owned 2014 Honda Accord LX,"$9,894",
Used 2017,Pre-Owned 2017 Nissan Altima 2.5 SR,"$9,900",
Used 2012,Pre-Owned 2012 Chevrolet Equinox LS,"$9,990",
Used 2016,Pre-Owned 2016 Kia Sorento EX,"$9,995",
Used 2017,Pre-Owned 2017 Ford Fiesta SE,"$9,998",
Used 2010,Pre-Owned 2010 Honda Accord Crosstour EX-L,"$9,999",
Used 2017,Pre-Owned 2017 Nissan Sentra S,"$9,999",
Used 2014,Pre-Owned 2014 Ford Escape SE,"$10,416",
Used 2018,Pre-Owned 2018 Ford Escape SE,"$10,569",
Used 2014,Pre-Owned 2014 Honda Accord Sedan EX-L,"$10,794",
Used 2018,Pre-Owned 2018 Chevrolet Malibu LT,"$10,796",
Used 2016,Pre-Owned 2016 Hyundai Elantra Value Edition,"$10,870",
Used 2015,Pre-Owned 2015 Audi A4 Premium,"$10,872",
Used 2017,Pre-Owned 2017 Volkswagen Passat R-Line w/Comfort Pkg,"$10,888",
Used 2001,Pre-Owned 2001 Toyota Tundra Ltd,"$10,900",
Used 2013,Pre-Owned 2013 Volkswagen Beetle Coupe 2.0T Turbo w/Sun/Sound,"$10,900",
Used 2016,Pre-Owned 2016 Nissan NV,"$10,900",
Used 2016,Pre-Owned 2016 JEEP CHEROKEE LIMI,"$10,900",
Used 2015,Pre-Owned 2015 Kia Soul !,"$10,986",
Used 2012,Pre-Owned 2012 Ford F-150 XLT,"$10,995",
Used 2018,Pre-Owned 2018 Chevrolet Cruze LT,"$10,998",
Used 2017,Pre-Owned 2017 Ford Escape Titanium,"$11,000",
Used 2015,Pre-Owned 2015 Kia Sorento LX,"$11,055",
Used 2015,Pre-Owned 2015 Chevrolet Equinox LS,"$11,400",
Used 2019,Pre-Owned 2019 Kia Forte FE,"$11,488",
Used 2019,Pre-Owned 2019 Kia Sportage LX,"$11,495",
Used 2010,Pre-Owned 2010 Toyota Camry LE,"$11,553",
Used 2018,Pre-Owned 2018 Ford Escape SE,"$11,576",
Used 2017,Pre-Owned 2017 Nissan Altima 2.5 SL,"$11,588",
Used 2019,Pre-Owned 2019 Kia Optima LX,"$11,786",
Used 2019,Pre-Owned 2019 Ford EcoSport SE,"$11,900",
Used 2017,Pre-Owned 2017 Honda Accord Sedan Sport,"$11,923",
Used 2016,Pre-Owned 2016 Honda HR-V EX-L w/Navi,"$11,988",
Used 2017,Pre-Owned 2017 Ford Escape S,"$12,295",
Used 2017,Pre-Owned 2017 BMW X3 sDrive28i,"$12,489",
Used 2020,Pre-Owned 2020 Kia Optima LX,"$12,498",
Used 2016,Pre-Owned 2016 Ford Transit Connect XL,"$12,522",
Used 2017,Pre-Owned 2017 Audi Q5 Premium Plus,"$12,581",
Used 2014,Pre-Owned 2014 Lexus CT 200h,"$12,742",
Used 2017,Pre-Owned 2017 Hyundai Veloster Turbo R-Spec,"$12,995",
Used 2017,Pre-Owned 2017 Chevrolet Malibu LT,"$12,798",
Used 2015,Pre-Owned 2015 Ford Escape Titanium,"$12,800",
Used 2012,Pre-Owned 2012 Honda Accord Cpe LX-S,"$12,900",
Used 2013,Pre-Owned 2013 Mercedes E350,"$12,987",
Used 2019,Pre-Owned 2019 Nissan Sentra SV,"$12,987",
Used 2013,Pre-Owned 2013 Toyota Corolla S Special Edition,"$12,995",
Used 2020,Pre-Owned 2020 Kia Sportage LX,"$12,998",
Used 2019,Pre-Owned 2019 Nissan Sentra SV,"$12,998",
Used 2013,Pre-Owned 2013 Toyota Highlander Limited,"$13,100",
Used 2018,Pre-Owned 2018 Ford Escape SE,"$13,250",
Used 2015,Pre-Owned 2015 Ford Explorer XLT,"$13,323",
Used 2015,Pre-Owned 2015 Hyundai Sonata 2.4L Limited,"$13,367",
Used 2020,Pre-Owned 2020 Ford EcoSport SE,"$13,400",
Used 2018,Pre-Owned 2018 Ford C-Max Hybrid Titanium,"$13,400",
Used 2015,Pre-Owned 2015 Ford Edge Titanium,"$13,498",
Used 2012,Pre-Owned 2012 Honda Odyssey EX-L,"$13,500",
Used 2019,Pre-Owned 2019 Toyota Corolla L,"$13,604",
Used 2021,Pre-Owned 2021 Nissan Sentra SV,"$13,686",
Used 2018,Pre-Owned 2018 Alfa Romeo Stelvio,"$13,750",
Used 2018,Pre-Owned 2018 Volkswagen Golf SportWagen SEL,"$13,759",
Used 2020,Pre-Owned 2020 Nissan Kicks SV,"$13,800",
Used 2015,Pre-Owned 2015 Ford Edge Titanium,"$13,827",
Used 2015,Pre-Owned 2015 Mazda CX-5 Sport,"$13,891",
Used 2021,Pre-Owned 2021 Kia Soul S,"$13,900",
Used 2017,Pre-Owned 2017 Honda HR-V EX-L Navi,"$13,900",
Used 2000,Pre-Owned 2000 FORD F-250,"$13,979",
Used 2018,Pre-Owned 2018 Nissan Altima 2.5 SV,"$13,987",
Used 2020,Pre-Owned 2020 Toyota Corolla LE,"$13,988",
Used 2021,Pre-Owned 2021 Chevrolet Bolt EV Premier,"$13,988",
Used 2021,Pre-Owned 2021 Kia Sportage LX,"$13,989",
Used 2013,Pre-Owned 2013 Ford F-150 XLT,"$13,995",
Used 2015,Pre-Owned 2015 Buick Enclave Leather,"$13,998",
Used 2016,Pre-Owned 2016 Chevrolet Cruze Limited LT,"$13,998",
Used 2016,Pre-Owned 2016 Volvo XC60 T5 Drive-E Platinum,"$14,350",
Used 2019,Pre-Owned 2019 Kia Sportage LX,"$14,383",
Used 2020,Pre-Owned 2020 Kia Soul GT-Line,"$14,498",
Used 2016,Pre-Owned 2016 Nissan Murano S,"$17,900",
Used 2015,Pre-Owned 2015 Honda Accord EX-L,"$14,503",
Used 2016,Pre-Owned 2016 BMW 528XI,"$14,697",
Used 2020,Pre-Owned 2020 Nissan Rogue Sport S,"$14,748",
Used 2013,Pre-Owned 2013 Lexus RX 350,"$14,766",
Used 2020,Pre-Owned 2020 Kia Sportage S,"$14,800",
Used 2018,Pre-Owned 2018 Ford Edge SEL,"$14,800",
Used 2017,Pre-Owned 2017 Honda Accord Sedan Sport,"$14,898",
Used 2021,Pre-Owned 2021 Volkswagen Jetta,"$14,986",
Used 2017,Pre-Owned 2017 Mercedes C300,"$14,987",
Used 2021,Pre-Owned 2021 Nissan Sentra S,"$14,987",
Used 2021,Pre-Owned 2021 Hyundai Accent SE,"$14,990",
Used 2019,Pre-Owned 2019 Ford Fusion Hybrid SE,"$14,990",
Used 2016,Pre-Owned 2016 Mazda CX-5 Grand Touring,"$14,995",
Used 2019,Pre-Owned 2019 Toyota Camry LE,"$14,997",
Used 2020,Pre-Owned 2020 Chevrolet Equinox LT,"$14,997",
Used 2017,Pre-Owned 2017 GMC Terrain SLT,"$14,998",
Used 2022,Pre-Owned 2022 Chevrolet Spark 1LT,"$15,290",
Used 2019,Pre-Owned 2019 Hyundai Tucson Value,"$15,400",
Used 2020,Pre-Owned 2020 Nissan Pathfinder SL,"$15,498",
Used 2021,Pre-Owned 2021 Kia Sportage LX,"$17,025",
Used 2019,Pre-Owned 2019 Nissan Rogue Sport S,"$15,700",
Used 2021,Pre-Owned 2021 Kia Forte GT,"$15,800",
Used 2020,Pre-Owned 2020 Ford Fusion S,"$15,802",
Used 2021,Pre-Owned 2021 Chevrolet Malibu LT,"$15,900",
Used 2018,Pre-Owned 2018 Alfa Romeo Giulia Ti Sport,"$15,987",
Used 2017,Pre-Owned 2017 Toyota Corolla LE,"$15,987",
Used 2019,Pre-Owned 2019 Nissan Rogue SV,"$15,988",
Used 2021,Pre-Owned 2021 Hyundai Accent SEL,"$15,990",
Used 2014,Pre-Owned 2014 Toyota Avalon Limited,"$15,995",
Used 2022,Pre-Owned 2022 Nissan Sentra S,"$15,995",
Used 2011,Pre-Owned 2011 Cadillac Escalade Premium,"$15,995",
Used 2018,Pre-Owned 2018 Ford Focus ST,"$15,995",
Used 2021,Pre-Owned 2021 Toyota Corolla L,"$15,998",
Used 2021,Pre-Owned 2021 Mazda3 Sedan Preferred,"$16,320",
Used 2021,Pre-Owned 2021 Kia K5 LXS,"$17,300",
Used 2022,Pre-Owned 2022 Chevrolet Malibu LS,"$16,386",
Used 2018,Pre-Owned 2018 Mazda3 4-Door Grand Touring,"$16,488",
Used 2016,Pre-Owned 2016 Toyota RAV4 Limited,"$16,499",
Used 2019,Pre-Owned 2019 Chevrolet Equinox LT,"$16,500",
Used 2016,Pre-Owned 2016 Mazda CX-5 Grand Touring,"$16,589",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$16,700",
Used 2023,Pre-Owned 2023 Kia Rio S,"$16,700",
Used 2022,Pre-Owned 2022 Kia Soul LX,"$16,745",
Used 2022,Pre-Owned 2022 Chevrolet Malibu LT,"$16,750",
Used 2020,Pre-Owned 2020 Hyundai Tucson SEL,"$16,797",
Used 2015,Pre-Owned 2015 Toyota 4Runner SR5,"$16,798",
Used 2015,Pre-Owned 2015 Chevrolet Silverado 1500 LT,"$16,798",
Used 2017,Pre-Owned 2017 Mercedes-Benz GLE 350,"$16,800",
Used 2020,Pre-Owned 2020 Nissan Altima 2.5 S,"$16,850",
Used 2015,Pre-Owned 2015 Ford F-150 XLT,"$16,851",
Used 2014,Pre-Owned 2014 Mercedes-Benz E 350,"$16,863",
Used 2017,Pre-Owned 2017 Nissan Frontier SV V6,"$16,895",
Used 2022,Pre-Owned 2022 Kia Sportage LX,"$16,900",
Used 2017,Pre-Owned 2017 Mazda CX-5 Grand Touring,"$16,956",
Used 2018,Pre-Owned 2018 Volkswagen Atlas 3.6L V6 SEL,"$16,988",
Used 2018,Pre-Owned 2018 Hyundai Sonata Limited,"$16,990",
Used 2017,Pre-Owned 2017 Honda Accord Sedan LX,"$16,995",
Used 2020,Pre-Owned 2020 Mitsubishi Outlander LE,"$16,998",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$21,500",
Used 2014,Pre-Owned 2014 Lexus GS 350,"$17,126",
Used 2021,Pre-Owned 2021 Toyota Corolla LE,"$20,871",
Used 2018,Pre-Owned 2018 Nissan Rogue Sport SL,"$17,300",
Used 2023,Pre-Owned 2023 Kia Forte LXS,"$17,348",
Used 2015,Pre-Owned 2015 GMC Yukon XL SLT,"$17,473",
Used 2020,Pre-Owned 2020 Toyota Corolla LE,"$17,488",
Used 2021,Pre-Owned 2021 Kia Soul GT-Line,"$17,490",
Used 2020,Pre-Owned 2020 Ford Fusion SE,"$17,495",
Used 2020,Pre-Owned 2020 Buick Envision Essence,"$17,498",
Used 2020,Pre-Owned 2020 Volkswagen Tiguan SE,"$17,525",
Used 2018,Pre-Owned 2018 Audi Q5 Premium Plus,"$17,600",
Used 2022,Pre-Owned 2022 Hyundai Sonata SE,"$21,900",
Used 2016,Pre-Owned 2016 Honda CR-V LX,"$17,790",
Used 2024,Pre-Owned 2024 Nissan Versa S,"$18,988",
Used 2023,Pre-Owned 2023 Chevrolet Malibu LT,"$17,869",
Used 2020,Pre-Owned 2020 Volkswagen Passat 2.0T SE,"$17,891",
Used 2017,Pre-Owned 2017 Toyota RAV4 LE,"$17,900",
Used 2023,Pre-Owned 2023 Mitsubishi Outlander Sport SE,"$19,988",
Used 2017,Pre-Owned 2017 Honda Pilot EX-L,"$17,900",
Used 2021,Pre-Owned 2021 Nissan Sentra SV,"$19,800",
Used 2017,Pre-Owned 2017 Honda Civic Sedan EX,"$17,900",
Used 2013,Pre-Owned 2013 Ford Super Duty F-350 SRW XL,"$17,900",
Used 2022,Pre-Owned 2022 FORD ESCAPE SE,"$17,969",
Used 2019,Pre-Owned 2019 Nissan Murano Platinum,"$17,988",
Used 2020,Pre-Owned 2020 Buick Encore Preferred,"$17,990",
Used 2018,Pre-Owned 2018 Hyundai Sonata Limited,"$17,990",
Used 2020,Pre-Owned 2020 Ford Fusion SE,"$17,990",
Used 2021,Pre-Owned 2021 Chevrolet Malibu LT,"$17,990",
Used 2020,Pre-Owned 2020 Nissan Rogue S,"$17,997",
Used 2007,Pre-Owned 2007 Toyota Tundra SR5,"$17,998",
Used 2016,Pre-Owned 2016 Ford Explorer Sport,"$17,998",
Used 2019,Pre-Owned 2019 Ford Escape Titanium,"$18,274",
Used 2018,Pre-Owned 2018 Nissan Murano S,"$18,980",
Used 2016,Pre-Owned 2016 Maserati Ghibli S,"$18,357",
Used 2024,Pre-Owned 2024 Mitsubishi Mirage LE,"$18,395",
Used 2021,Pre-Owned 2021 Nissan Altima 2.5 S,"$18,398",
Used 2023,Pre-Owned 2023 Mitsubishi Outlander Sport 2.0 ES,"$18,400",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$19,900",
Used 2019,Pre-Owned 2019 Mercedes E300,"$18,487",
Used 2021,Pre-Owned 2021 Hyundai Elantra Limited,"$18,498",
Used 2016,Pre-Owned 2016 Honda Pilot Touring,"$18,498",
Used 2023,Pre-Owned 2023 Nissan Kicks S,"$21,995",
Used 2019,Pre-Owned 2019 Subaru Crosstrek Limited,"$18,500",
Used 2020,Pre-Owned 2020 Chevrolet Traverse LS,"$18,586",
Used 2022,Pre-Owned 2022 Chevrolet Malibu LS,"$18,587",
Used 2020,Pre-Owned 2020 Chevrolet Equinox LT,"$18,588",
Used 2023,Pre-Owned 2023 Hyundai Venue Limited,"$18,598",
Used 2022,Pre-Owned 2022 Kia Sportage LX,"$18,700",
Used 2022,Pre-Owned 2022 Kia Sportage LX,"$18,742",
Used 2019,Pre-Owned 2019 Alfa Romeo Stelvio,"$18,777",
Used 2020,Pre-Owned 2020 Nissan Murano SV,"$18,792",
Used 2023,Pre-Owned 2023 Kia Forte LXS,"$18,900",
Used 2020,Pre-Owned 2020 Chevrolet Equinox LT,"$18,900",
Used 2019,Pre-Owned 2019 Lincoln Nautilus Select,"$18,900",
Used 2021,Pre-Owned 2021 Nissan Rogue SV,"$18,986",
Used 2019,Pre-Owned 2019 Mercedes GLA250,"$18,987",
Used 2019,Pre-Owned 2019 Mercedes GLA250,"$18,987",
Used 2019,Pre-Owned 2019 INFINITI QX60 LUXE,"$18,988",
Used 2018,Pre-Owned 2018 Hyundai Elantra SEL,"$18,990",
Used 2019,Pre-Owned 2019 Honda Odyssey EX-L,"$18,990",
Used 2015,Pre-Owned 2015 Chevrolet Silverado 1500 LTZ,"$18,990",
Used 2018,Pre-Owned 2018 Toyota Avalon Hybrid XLE Plus,"$18,995",
Used 2022,Pre-Owned 2022 Nissan Sentra SV,"$18,998",
Used 2023,Pre-Owned 2023 Hyundai Elantra SEL,"$19,111",
Used 2013,Pre-Owned 2013 Ford F-150 Lariat,"$19,200",
Used 2017,Pre-Owned 2017 Subaru Forester Touring,"$19,208",
Used 2022,Pre-Owned 2022 Nissan Rogue Sport SV,"$19,242",
Used 2020,Pre-Owned 2020 Nissan Rogue SL,"$19,344",
Used 2023,Pre-Owned 2023 Chevrolet Malibu LT,"$19,395",
Used 2021,Pre-Owned 2021 Nissan Sentra SV,"$19,399",
Used 2021,Pre-Owned 2021 Chevrolet Traverse LT Cloth,"$19,442",
Used 2022,Pre-Owned 2022 Ford Escape SEL,"$19,475",
Used 2018,Pre-Owned 2018 Toyota Camry XSE,"$19,495",
Used 2018,Pre-Owned 2018 Ford Explorer Sport,"$19,495",
Used 2019,Pre-Owned 2019 Volvo S60 Momentum,"$19,498",
Used 2020,Pre-Owned 2020 Chevrolet Traverse LT Cloth,"$19,499",
Used 2024,Pre-Owned 2024 Kia Soul LX,"$19,500",
Used 2024,Pre-Owned 2024 Nissan Sentra S,"$19,500",
Used 2020,Pre-Owned 2020 Honda Accord Sedan Sport,"$19,559",
Used 2022,Pre-Owned 2022 GMC Terrain SLE,"$19,588",
Used 2020,Pre-Owned 2020 Honda CR-V EX,"$19,600",
Used 2022,Pre-Owned 2022 Volkswagen Taos SE,"$19,700",
Used 2022,Pre-Owned 2022 Volkswagen Taos SEL,"$19,711",
Used 2022,Pre-Owned 2022 Hyundai Sonata SE,"$19,747",
Used 2015,Pre-Owned 2015 Honda Accord Sedan EX-L,"$19,750",
Used 2016,Pre-Owned 2016 Ford Super Duty F-250 SRW Lariat,"$19,798",
Used 2020,Pre-Owned 2020 Hyundai Santa Fe SEL,"$19,873",
Used 2020,Pre-Owned 2020 Chevrolet Malibu LS,"$19,895",
Used 2021,Pre-Owned 2021 Kia Seltos SX,"$19,900",
Used 2020,Pre-Owned 2020 Volkswagen Passat 2.0T SEL,"$19,900",
Used 2022,Pre-Owned 2022 Nissan Altima 2.5 S,"$19,900",
Used 2019,Pre-Owned 2019 Cadillac XT4 AWD Sport,"$19,900",
Used 2020,Pre-Owned 2020 Tesla Model 3 Standard,"$19,957",
Used 2019,Pre-Owned 2019 Mazda CX-5 Touring,"$19,972",
Used 2020,Pre-Owned 2020 Kia Telluride S,"$19,980",
Used 2022,Pre-Owned 2022 CHEVROLET EQUINOX PREM,"$19,987",
Used 2021,Pre-Owned 2021 Honda Civic Sedan Sport,"$19,987",
Used 2022,Pre-Owned 2022 Volkswagen ID.4 Pro,"$19,988",
Used 2022,Pre-Owned 2022 Chevrolet Equinox LT,"$19,988",
Used 2018,Pre-Owned 2018 Chevrolet Silverado 1500 LT,"$19,995",
Used 2021,Pre-Owned 2021 Volkswagen Tiguan SEL,"$19,998",
Used 2023,Pre-Owned 2023 Chevrolet Malibu LT,"$19,998",
Used 2020,Pre-Owned 2020 Chevrolet Malibu LS,"$19,998",
Used 2020,Pre-Owned 2020 Nissan Altima 2.5 SR,"$20,182",
Used 2020,Pre-Owned 2020 Mitsubishi Outlander PHEV SEL,"$20,266",
Used 2023,Pre-Owned 2023 Nissan Kicks SV,"$22,995",
Used 2020,Pre-Owned 2020 Hyundai Palisade SEL,"$20,395",
Used 2020,Pre-Owned 2020 BMW 3 Series 330i xDrive,"$20,427",
Used 2022,Pre-Owned 2022 Chevrolet Colorado 2WD LT,"$20,500",
Used 2017,Pre-Owned 2017 Chevrolet Tahoe LT,"$20,562",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$20,595",
Used 2023,Pre-Owned 2023 Hyundai Elantra SEL,"$20,626",
New 2025,New 2025 Nissan Versa S,"$20,695",
New 2025,New 2025 Nissan Versa S,"$20,695",
New 2025,New 2025 Nissan Versa S,"$20,695",
Used 2022,Pre-Owned 2022 Hyundai Tucson SEL,"$22,980",
Used 2023,Pre-Owned 2023 Ford Edge SEL,"$20,744",
New 2025,New 2025 Nissan Versa S,"$20,785",
Used 2021,Pre-Owned 2021 Volkswagen Tiguan 2.0T SE R-Line Black,"$20,795",
Used 2022,Pre-Owned 2022 Toyota Corolla Hybrid LE,"$24,200",
Used 2016,Pre-Owned 2016 Honda CR-V EX-L,"$20,849",
Used 2018,Pre-Owned 2018 Audi Q3 2.0T Premium,"$20,900",
Used 2023,Pre-Owned 2023 Mazda CX-30 2.5 S Select Package,"$20,900",
Used 2024,Pre-Owned 2024 Chevrolet Trax LS,"$20,987",
Used 2021,Pre-Owned 2021 Hyundai Sonata Limited,"$20,987",
Used 2019,Pre-Owned 2019 Buick Cascada Premium,"$20,990",
Used 2023,Pre-Owned 2023 Nissan Kicks SV,"$20,995",
Used 2021,Pre-Owned 2021 Ford Bronco Sport Big Bend,"$20,995",
Used 2021,Pre-Owned 2021 Subaru Crosstrek Limited,"$20,998",
Used 2023,Pre-Owned 2023 Toyota Corolla LE,"$20,998",
Used 2023,Pre-Owned 2023 Nissan Altima 2.5 SV,"$20,998",
Used 2021,Pre-Owned 2021 GMC Acadia SLT,"$20,998",
Used 2016,Pre-Owned 2016 Chevrolet Colorado 4WD Z71,"$20,998",
New 2025,New 2025 Nissan Versa S,"$21,020",
New 2025,New 2025 Nissan Versa S,"$21,020",
Used 2022,Pre-Owned 2022 Hyundai Tucson SEL,"$21,065",
Used 2023,Pre-Owned 2023 Volkswagen Taos SE,"$21,176",
Used 2023,Pre-Owned 2023 Toyota Corolla LE,"$21,298",
Used 2021,Pre-Owned 2021 Mazda CX-30 Turbo,"$22,375",
Used 2021,Pre-Owned 2021 Chevrolet Malibu LT,"$21,338",
Used 2023,Pre-Owned 2023 Hyundai Elantra SEL,"$21,342",
Used 2023,Pre-Owned 2023 Volkswagen Tiguan SE,"$21,366",
Used 2023,Pre-Owned 2023 Nissan Rogue SV,"$21,388",
Used 2023,Pre-Owned 2023 Mazda CX-30 2.5 S Select Package,"$23,900",
Used 2021,Pre-Owned 2021 Toyota Corolla SE,"$21,498",
Used 2022,Pre-Owned 2022 Nissan Rogue Sport SL,"$21,499",
Used 2019,Pre-Owned 2019 Honda Accord Sedan Sport 1.5T,"$21,500",
Used 2023,Pre-Owned 2023 Nissan Rogue SV,"$21,565",
Used 2022,Pre-Owned 2022 Volkswagen Tiguan SE,"$21,589",
Used 2019,Pre-Owned 2019 Chevrolet Traverse High Country,"$21,650",
Used 2023,Pre-Owned 2023 Subaru Outback Premium,"$21,686",
Used 2021,Pre-Owned 2021 Hyundai Santa Fe SEL,"$21,757",
Used 2023,Pre-Owned 2023 Hyundai Sonata SEL,"$23,980",
Used 2021,Pre-Owned 2021 Mazda CX-5 Signature,"$21,866",
Used 2020,Pre-Owned 2020 Toyota Camry SE,"$21,895",
Used 2015,Pre-Owned 2015 Chevrolet Colorado 2WD LT,"$21,895",
Used 2023,Pre-Owned 2023 Nissan Altima 2.5 SV,"$21,899",
Used 2023,Pre-Owned 2023 Kia Sportage LX,"$24,700",
Used 2021,Pre-Owned 2021 Chevrolet Trailblazer LT,"$21,900",
Used 2021,Pre-Owned 2021 Subaru Outback Limited,"$21,900",
Used 2023,Pre-Owned 2023 Mazda3 Sedan 2.5 S Select,"$21,900",
Used 2023,Pre-Owned 2023 Chevrolet Equinox LT,"$23,840",
Used 2017,Pre-Owned 2017 GMC Yukon XL SLE,"$21,900",
Used 2020,Pre-Owned 2020 Ford Explorer ST,"$21,900",
Used 2021,Pre-Owned 2021 Nissan Murano SV,"$21,953",
Used 2021,Pre-Owned 2021 Nissan Rogue SV,"$21,986",
Used 2023,Pre-Owned 2023 Toyota Venza XLE,"$21,987",
Used 2018,Pre-Owned 2018 Tesla Model 3 Performance,"$21,988",
Used 2019,Pre-Owned 2019 Hyundai Tucson Night,"$21,990",
Used 2017,Pre-Owned 2017 INFINITI Q70L 3.7,"$21,995",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$21,995",
Used 2021,Pre-Owned 2021 Chevrolet Silverado 1500 Work Truck,"$21,995",
Used 2020,Pre-Owned 2020 GMC Acadia SLT,"$21,995",
Used 2023,Pre-Owned 2023 Kia Sportage EX,"$21,997",
Used 2023,Pre-Owned 2023 Hyundai Sonata SEL,"$21,998",
Used 2024,Pre-Owned 2024 Hyundai Kona SE,"$21,998",
Used 2024,Pre-Owned 2024 Toyota Corolla LE,"$21,998",
Used 2023,Pre-Owned 2023 Toyota Corolla LE,"$21,998",
Used 2023,Pre-Owned 2023 Chevrolet Malibu LT,"$21,998",
Used 2022,Pre-Owned 2022 Hyundai Santa Fe SEL,"$22,057",
Used 2022,Pre-Owned 2022 Toyota Corolla LE,"$22,275",
Used 2018,Pre-Owned 2018 Volvo XC90 Inscription,"$22,362",
Used 2023,Pre-Owned 2023 Mazda CX-30 2.5 S Select Package,"$22,388",
Used 2021,Pre-Owned 2021 Toyota Camry SE,"$24,980",
Used 2024,Pre-Owned 2024 Kia Soul EX,"$26,995",
Used 2019,Pre-Owned 2019 Mercedes C300,"$22,487",
Used 2024,Pre-Owned 2024 Toyota Corolla SE,"$22,498",
Used 2023,Pre-Owned 2023 Kia K5 GT-Line,"$22,498",
Used 2023,Pre-Owned 2023 Chevrolet Equinox LS,"$22,499",
Used 2024,Pre-Owned 2024 Toyota Corolla LE,"$22,544",
Used 2024,Pre-Owned 2024 Toyota Corolla LE,"$22,545",
Used 2023,Pre-Owned 2023 Chevrolet Equinox RS,"$22,579",
Used 2023,Pre-Owned 2023 Toyota Corolla LE,"$22,599",
Used 2019,Pre-Owned 2019 Nissan Murano Platinum,"$22,650",
Used 2020,Pre-Owned 2020 Toyota Camry Hybrid LE,"$22,699",
