Condition_Year,Make_Model,Price,Vin
Used 2020,Pre-Owned 2020 Jeep Grand Cherokee Upland Edition,"$23,495",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee 80th Anniversary,"$23,500",
Used 2020,Pre-Owned 2020 Jeep Grand Cherokee Limited,"$23,950",
Used 2024,Pre-Owned 2024 Jeep Compass Latitude,"$23,990",
Used 2023,Pre-Owned 2023 Jeep Compass Limited,"$24,494",
Used 2022,Pre-Owned 2022 Jeep Renegade Limited,"$24,500",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee L Limited,"$25,200",
Used 2019,Pre-Owned 2019 Jeep Wrangler Unlimited Sport S,"$25,978",
Used 2017,Pre-Owned 2017 Jeep Wrangler Rubicon Recon,"$26,599",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee Limited,"$28,500",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Sahara,"$27,266",
Used 2022,Pre-Owned 2022 Jeep Cherokee Limited,"$27,400",
New 2025,New 2025 Jeep Compass Sport,"$27,495",
Used 2018,Pre-Owned 2018 Jeep Wrangler Unlimited Sport,"$27,500",
Used 2023,Pre-Owned 2023 Jeep Gladiator Sport S,"$27,522",
Used 2019,Pre-Owned 2019 Jeep Wrangler Unlimited Sport S,"$27,615",
Used 2022,Pre-Owned 2022 Jeep Compass Trailhawk,"$27,990",
New 2025,New 2025 Jeep Compass Sport,"$28,495",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Laredo,"$28,495",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee L Limited,"$30,000",
New 2025,New 2025 Jeep Compass Latitude,"$30,360",
Used 2020,Pre-Owned 2020 Jeep Gladiator Sport S,"$28,588",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Laredo,"$28,663",
New 2025,New 2025 Jeep Compass Latitude,"$31,760",
Used 2024,Pre-Owned 2024 Jeep Wrangler Sport,"$28,900",
New 2025,New 2025 Jeep Compass Latitude,"$31,760",
New 2025,New 2025 Jeep Compass Latitude,"$30,360",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Sahara,"$29,145",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee L Limited,"$29,266",
New 2025,New 2025 Jeep Compass Sport,"$29,490",
Certified Used 2023,Certified Pre-Owned 2023 Jeep Gladiator Overland,"$29,900",
Used 2022,Pre-Owned 2022 Jeep Gladiator Willys Sport,"$29,900",
New 2025,New 2025 Jeep Compass Latitude,"$32,755",
Used 2021,Pre-Owned 2021 Jeep Gladiator Willys Sport,"$29,986",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee Altitude,"$29,995",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Limited,"$29,997",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee 80th Anniversary,"$30,000",
New 2025,New 2025 Jeep Compass Latitude,"$32,755",
Used 2022,Pre-Owned 2022 Jeep Grand Cherokee L Limited,"$32,800",
Used 2020,Pre-Owned 2020 Jeep Gladiator Overland,"$30,486",
Used 2023,Pre-Owned 2023 Jeep Gladiator Sport,"$30,586",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Altitude,"$30,700",
Used 2022,Pre-Owned 2022 Jeep Gladiator High Altitude,"$30,998",
Used 2023,Pre-Owned 2023 Jeep Wrangler Willys,"$31,184",
New 2025,New 2025 Jeep Compass Latitude,"$32,755",
New 2025,New 2025 Jeep Compass Latitude,"$32,755",
New 2025,New 2025 Jeep Compass Latitude,"$32,755",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Sport S,"$31,500",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Sahara,"$31,800",
Used 2023,Pre-Owned 2023 Jeep Wrangler Willys Sport,"$31,900",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Sahara,"$31,964",
Used 2020,Pre-Owned 2020 Jeep Wrangler Unlimited Recon,"$32,547",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited High Altitude,"$33,248",
Used 2024,Pre-Owned 2024 Jeep Grand Cherokee Laredo,"$33,899",
Certified Used 2018,Certified Pre-Owned 2018 Jeep Wrangler Unlimited Sahara,"$33,900",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee L Overland,"$33,987",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Rubicon,"$33,995",
Used 2021,Pre-Owned 2021 Jeep Gladiator Overland,"$34,988",
New 2025,New 2025 Jeep Compass Limited,"$37,515",
Used 2024,Pre-Owned 2024 Jeep Gladiator Sport,"$35,498",
Used 2022,Pre-Owned 2022 Jeep Gladiator Mojave,"$35,650",
Used 2022,Pre-Owned 2022 Jeep Gladiator High Altitude,"$35,795",
Used 2022,Pre-Owned 2022 Jeep Wagoneer Series II,"$36,275",
Used 2021,Pre-Owned 2021 Jeep Grand Cherokee L Overland,"$36,497",
Used 2021,Pre-Owned 2021 Jeep Wrangler Unlimited Rubicon,"$36,855",
Used 2019,Pre-Owned 2019 Jeep Wrangler Unlimited Rubicon,"$36,988",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Limited,"$37,900",
New 2025,New 2025 Jeep Grand Cherokee L,"$41,330",
New 2025,New 2025 Jeep Grand Cherokee L,"$41,925",
New 2025,New 2025 Jeep Grand Cherokee L Laredo X,"$41,925",
New 2025,New 2025 Jeep Grand Cherokee,"$41,970",
Used 2023,Pre-Owned 2023 Jeep Gladiator Rubicon,"$38,967",
Used 2020,Pre-Owned 2020 Jeep Gladiator Rubicon,"$38,988",
New 2025,New 2025 Jeep Gladiator Sport,"$42,580",
Used 2024,Pre-Owned 2024 Jeep Grand Cherokee L Limited,"$39,686",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Grand Cherokee Laredo X,"$43,165",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
Used 2024,Pre-Owned 2024 Jeep Grand Cherokee 4xe,"$40,495",
New 2024,New 2024 Jeep Gladiator Willys,"$54,855",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$45,140",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$44,405",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$45,235",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$45,440",
New 2025,New 2025 Jeep Gladiator Sport,"$43,435",
New 2025,New 2025 Jeep Grand Cherokee Altitude X,"$47,580",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,345",
New 2025,New 2025 Jeep Gladiator,"$43,385",
New 2025,New 2025 Jeep Gladiator,"$43,385",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,385",
New 2025,New 2025 Jeep Gladiator Sport,"$44,343",
New 2025,New 2025 Jeep Grand Cherokee L Laredo X,"$45,325",
New 2024,New 2024 Jeep Grand Cherokee Laredo,"$42,220",
New 2024,New 2024 Jeep Grand Cherokee Laredo,"$42,220",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2025,New 2025 Jeep Gladiator Nighthawk,"$43,940",
New 2024,New 2024 Jeep Grand Cherokee 4xe 4xe,"$61,660",
New 2025,New 2025 Jeep Grand Cherokee L Laredo X,"$45,920",
New 2025,New 2025 Jeep Grand Cherokee L Laredo X,"$45,920",
New 2025,New 2025 Jeep Grand Cherokee Laredo X,"$43,970",
New 2025,New 2025 Jeep Grand Cherokee Altitude X,"$47,580",
New 2024,New 2024 Jeep Grand Cherokee L Laredo X,"$46,875",
New 2025,New 2025 Jeep Gladiator Sport S,"$46,885",
New 2024,New 2024 Jeep Grand Cherokee 4xe 4xe,"$62,880",
New 2024,New 2024 Jeep Grand Cherokee 4xe 4xe,"$62,880",
New 2024,New 2024 Jeep Grand Cherokee Laredo X,"$44,170",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,465",
New 2025,New 2025 Jeep Grand Cherokee Altitude,"$48,075",
New 2025,New 2025 Jeep Grand Cherokee Altitude X,"$48,175",
New 2025,New 2025 Jeep Wrangler Sport S,"$47,775",
Certified Used 2023,Certified Pre-Owned 2023 Jeep Wagoneer L Series II,"$44,500",
New 2025,New 2025 Jeep Gladiator Sport S,"$47,480",
New 2024,New 2024 Jeep Wrangler Sport S,"$50,175",
New 2024,New 2024 Jeep Wrangler Sport S,"$54,860",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,570",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,580",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,465",
New 2025,New 2025 Jeep Wrangler Sport S,"$48,580",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee L Altitude X,"$49,580",
New 2025,New 2025 Jeep Wrangler Sport S,"$51,165",
New 2025,New 2025 Jeep Wrangler Sport S,"$49,075",
New 2025,New 2025 Jeep Wrangler Sport S,"$51,175",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$51,940",
New 2025,New 2025 Jeep Wrangler Sport S,"$51,570",
New 2024,New 2024 Jeep Grand Cherokee 4xe 4xe,"$62,880",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,570",
New 2025,New 2025 Jeep Wrangler Sport S,"$49,570",
New 2025,New 2025 Jeep Wrangler Sport S,"$49,570",
New 2025,New 2025 Jeep Wrangler Sport S,"$51,775",
New 2025,New 2025 Jeep Wrangler Sport S,"$52,385",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,535",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$54,040",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,070",
New 2024,New 2024 Jeep Wrangler Sport S,"$52,140",
Used 2023,Pre-Owned 2023 Jeep Wagoneer,"$46,786",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$50,403",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$50,403",
New 2025,New 2025 Jeep Grand Cherokee Altitude X,"$48,175",
New 2024,New 2024 Jeep Grand Cherokee Altitude X,"$47,175",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$54,635",
New 2025,New 2025 Jeep Wrangler Sport S,"$52,765",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,665",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,665",
New 2025,New 2025 Jeep Wrangler Sport S,"$52,865",
New 2025,New 2025 Jeep Wrangler Sport S,"$52,865",
New 2025,New 2025 Jeep Grand Cherokee L Altitude X,"$51,370",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,035",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,983",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,983",
New 2025,New 2025 Jeep Wrangler Sport S,"$50,983",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$52,440",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,235",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,235",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,375",
New 2025,New 2025 Jeep Wrangler,"$51,275",
New 2024,New 2024 Jeep Gladiator Sport S,"$56,523",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$56,865",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$56,865",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$53,035",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,830",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$51,840",
New 2025,New 2025 Jeep Wrangler Sport S,"$54,055",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$54,765",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$51,940",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$54,865",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$54,865",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,040",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,065",
New 2025,New 2025 Jeep Wrangler Sport S,"$54,465",
New 2025,New 2025 Jeep Wrangler Sport S,"$54,470",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,460",
Used 2023,Pre-Owned 2023 Jeep Grand Cherokee L Summit Reserve,"$48,998",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,435",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,360",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,360",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,635",
New 2025,New 2025 Jeep Wrangler Sport S,"$52,680",
New 2025,New 2025 Jeep Wrangler Sport S,"$55,380",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,735",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,735",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,735",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$52,735",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,860",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,165",
New 2024,New 2024 Jeep Grand Cherokee Limited,"$53,805",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,060",
New 2025,New 2025 Jeep Gladiator Sport S,"$52,775",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,275",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,275",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,370",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,375",
New 2025,New 2025 Jeep Wrangler Sport S,"$53,375",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$54,635",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$54,635",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,455",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,455",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,455",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,760",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,655",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,655",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,655",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,960",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,960",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,960",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,035",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$55,415",
New 2025,New 2025 Jeep Wrangler Willys,"$57,175",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,555",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,555",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,555",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,555",
New 2025,New 2025 Jeep Wrangler Willys,"$54,975",
New 2025,New 2025 Jeep Wrangler Willys,"$54,975",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,755",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$58,755",
New 2025,New 2025 Jeep Wrangler Sahara,"$57,850",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$54,765",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$56,010",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$56,010",
New 2024,New 2024 Jeep Wrangler Sahara,"$58,575",
New 2024,New 2024 Jeep Wrangler Rubicon,"$64,565",
Used 2022,Pre-Owned 2022 Jeep Wagoneer Series III,"$51,888",
New 2025,New 2025 Jeep Wrangler Sahara,"$58,445",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,460",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$56,865",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,660",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,864",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,165",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,165",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,165",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$55,963",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$60,330",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$60,330",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,263",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,264",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,264",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,264",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,264",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,308",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,348",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,353",
New 2025,New 2025 Jeep Gladiator Mojave X,"$63,550",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,760",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$57,760",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,659",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,737",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,844",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$56,844",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,590",
New 2025,New 2025 Jeep Grand Cherokee Limited,"$57,344",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,590",
New 2025,New 2025 Jeep Grand Cherokee L Limited,"$59,505",
New 2024,New 2024 Jeep Grand Cherokee 4xe,"$62,880",
New 2025,New 2025 Jeep Wrangler Sahara,"$61,945",
New 2025,New 2025 Jeep Wrangler Sahara,"$61,950",
New 2025,New 2025 Jeep Wrangler Sahara,"$62,035",
New 2025,New 2025 Jeep Wrangler Sahara,"$59,120",
New 2025,New 2025 Jeep Wrangler Sahara,"$62,540",
New 2025,New 2025 Jeep Wrangler Sahara,"$62,640",
New 2024,New 2024 Jeep Wrangler Rubicon,"$63,270",
New 2025,New 2025 Jeep Wrangler Sahara,"$63,235",
New 2024,New 2024 Jeep Grand Cherokee 4xe,"$64,910",
New 2025,New 2025 Jeep Wrangler Sahara,"$61,345",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$75,655",
New 2025,New 2025 Jeep Wrangler Sahara,"$62,040",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,590",
New 2024,New 2024 Jeep Wagoneer S Launch Edition,"$71,995",
New 2025,New 2025 Jeep Wrangler Rubicon,"$63,925",
New 2024,New 2024 Jeep Grand Cherokee 4xe Summit,"$77,340",
New 2024,New 2024 Jeep Wagoneer S Launch Edition,"$72,590",
New 2024,New 2024 Jeep Wagoneer S Launch Edition,"$72,590",
New 2025,New 2025 Jeep Wrangler Sahara,"$63,135",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,195",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,590",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,790",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,790",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,790",
New 2025,New 2025 Jeep Wagoneer S Limited,"$67,790",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$78,655",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$78,655",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$78,655",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$78,655",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$78,655",
Used 2022,Pre-Owned 2022 Jeep Wrangler Unlimited Rubicon 392,"$62,488",
New 2024,New 2024 Jeep Wagoneer,"$72,235",
New 2025,New 2025 Jeep Grand Cherokee L Summit,"$67,630",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$81,520",
New 2024,New 2024 Jeep Grand Cherokee 4xe Overland,"$81,520",
New 2024,New 2024 Jeep Wagoneer Series II,"$77,535",
New 2025,New 2025 Jeep Wagoneer S Launch Edition,"$73,785",
New 2025,New 2025 Jeep Wagoneer S Limited,"$73,695",
New 2025,New 2025 Jeep Wagoneer S Limited,"$74,290",
New 2025,New 2025 Jeep Wagoneer S Limited,"$74,290",
New 2025,New 2025 Jeep Wagoneer,"$71,255",
New 2025,New 2025 Jeep Wagoneer,"$73,555",
New 2025,New 2025 Jeep Wagoneer,"$74,250",
New 2025,New 2025 Jeep Wagoneer,"$71,880",
New 2025,New 2025 Jeep Wagoneer,"$71,880",
New 2025,New 2025 Jeep Wagoneer Series II Carbide,"$72,435",
New 2025,New 2025 Jeep Wagoneer Series II Carbide,"$76,425",
New 2025,New 2025 Jeep Wagoneer Series II Carbide,"$76,425",
New 2025,New 2025 Jeep Wagoneer,"$72,575",
New 2025,New 2025 Jeep Wagoneer Series II Carbide,"$73,130",
New 2024,New 2024 Jeep Wagoneer Series II Carbide,"$85,125",
New 2025,New 2025 Jeep Grand Wagoneer Series III Obsidian,"$111,635",
New 2025,New 2025 Jeep Grand Wagoneer Series III Obsidian,"$112,235",
New 2024,New 2024 Jeep Grand Wagoneer Series III,"$115,885",
Used 2018,Pre-Owned 2018 Jeep Renegade Latitude,,
Used 1994,Pre-Owned 1994 Jeep Grand Cherokee Limited,,
Used 2021,Pre-Owned 2021 Jeep Gladiator Overland,,
Used 2017,Pre-Owned 2017 Jeep Wrangler Unlimited Rubicon Hard Rock,,
Used 2014,Pre-Owned 2014 Jeep Wrangler Unlimited Altitude,,
Used 2021,Pre-Owned 2021 Ram ProMaster City Cargo Van Tradesman,"$14,995",
Used 2018,Pre-Owned 2018 Ram 1500 Express,"$19,500",
Used 2016,Pre-Owned 2016 Ram 1500 Laramie,"$21,850",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$22,400",
Used 2016,Pre-Owned 2016 Ram 1500 Big Horn,"$22,541",
Used 2021,Pre-Owned 2021 Ram 1500 Classic SLT,"$23,397",
Used 2017,Pre-Owned 2017 Ram 1500 Rebel,"$23,500",
Used 2021,Pre-Owned 2021 Ram ProMaster Cargo Van,"$24,988",
Used 2022,Pre-Owned 2022 Ram 1500 Classic Warlock,"$24,995",
Used 2015,Pre-Owned 2015 Ram 2500 SLT,"$25,452",
Used 2018,Pre-Owned 2018 Ram 1500 Big Horn,"$25,500",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van High Roof,"$25,814",
Used 2019,Pre-Owned 2019 Ram 1500 Big Horn/Lone Star,"$25,900",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$26,453",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$27,500",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$27,925",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$27,999",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$28,924",
Used 2021,Pre-Owned 2021 Ram 1500 Classic Warlock,"$29,500",
Used 2020,Pre-Owned 2020 Ram 1500 Big Horn,"$29,900",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$29,995",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$32,500",
Used 2023,Pre-Owned 2023 Ram 1500 Classic SLT,"$30,900",
Used 2021,Pre-Owned 2021 Ram 1500 Big Horn,"$31,900",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$31,987",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$31,987",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van High Roof,"$31,987",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$32,486",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van High Roof,"$32,498",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$32,900",
Used 2023,Pre-Owned 2023 Ram 1500 Classic Warlock,"$32,900",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$32,987",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$32,987",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van High Roof,"$32,997",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$33,556",
Used 2021,Pre-Owned 2021 Ram 1500 Big Horn,"$33,750",
Used 2023,Pre-Owned 2023 Ram 1500 Lone Star,"$33,874",
Used 2021,Pre-Owned 2021 Ram 1500 Big Horn,"$33,877",
Used 2023,Pre-Owned 2023 Ram 1500 Big Horn,"$33,896",
Used 2020,Pre-Owned 2020 Ram 1500 Limited,"$34,414",
Used 2020,Pre-Owned 2020 Ram 1500 Limited,"$34,447",
Used 2024,Pre-Owned 2024 Ram 1500 Classic Tradesman,"$34,500",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$36,688",
Used 2020,Pre-Owned 2020 Ram 1500 Rebel,"$36,950",
Used 2022,Pre-Owned 2022 Ram 1500 Big Horn,"$36,998",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$37,288",
Used 2023,Pre-Owned 2023 Ram ProMaster Cargo Van,"$37,488",
Used 2022,Pre-Owned 2022 Ram 3500 Tradesman,"$37,700",
Used 2019,Pre-Owned 2019 Ram 1500 Limited,"$37,990",
Used 2018,Pre-Owned 2018 Ram 3500 Laramie,"$38,650",
Used 2021,Pre-Owned 2021 Ram 1500 Rebel,"$39,723",
Used 2022,Pre-Owned 2022 Ram 3500 Tradesman,"$40,800",
Used 2022,Pre-Owned 2022 Ram 1500 Laramie,"$42,288",
Used 2020,Pre-Owned 2020 Ram 1500 Limited,"$44,955",
Used 2023,Pre-Owned 2023 Ram 1500 Laramie,"$44,987",
Used 2024,Pre-Owned 2024 Ram 1500 Rebel,"$47,986",
Used 2024,Pre-Owned 2024 Ram 2500 Big Horn,"$48,515",
Used 2019,Pre-Owned 2019 Ram 3500 Longhorn,"$48,695",
Used 2025,Pre-Owned 2025 Ram 1500 Laramie,"$50,900",
Used 2024,Pre-Owned 2024 Ram 2500 Big Horn,"$51,600",
Certified Used 2024,Certified Pre-Owned 2024 Ram 2500 Tradesman,"$51,900",
Used 2020,Pre-Owned 2020 Ram 2500 Longhorn,"$55,700",
Used 2022,Pre-Owned 2022 Ram 2500 Laramie,"$56,695",
